-2.0,-1.6,1.8871821609216462e-06,0.36
-1.1,-1.4,2.1748657044437808e-05,0.32
0.2,-1.1,0.00012370096256642115,0.32
-1.5,-1.1,0.00046865094124755443,0.4
-2.5,-0.8,0.001346458097488598,0.32
-0.7,-0.9,0.0031639984545297484,0.32
0.6,-0.7,0.006398570942253235,0.32
0.7,-0.8,0.011557877947010383,0.32
-0.7,-0.6,0.01917879932317864,0.32
-0.8,-0.2,0.029856639730232736,0.4
0.8,0.0,0.04427044875518979,0.27
0.3,-1.1,0.06317581773714163,0.37
-1.4,-0.2,0.08734741601540585,0.32
-1.5,-0.3,0.11746087776055485,0.32
-1.3,-0.3,0.15392609599207227,0.32
-0.8,-0.3,0.1967147472411319,0.4
0.6,0.4,0.24523521770267528,0.32
0.5,-0.3,0.2982899104282231,0.32
-0.8,-0.7,0.3541205995677542,0.32
-0.1,-0.6,0.4105294882741218,0.32
0.1,-0.2,0.46505890575582554,0.32
-0.6,-0.4,0.5152007604342299,0.4
-0.1,-0.1,0.5585903934904763,0.32
-0.3,-0.1,0.593151080741631,0.32
0.0,-0.2,0.6171939326932748,0.32
0.0,-0.2,0.6294986709056916,0.32
-0.2,-0.2,0.629384362542424,0.32
0.0,-0.1,0.6167526625363825,0.4
0.0,-0.1,0.592079781184341,0.32
0.3,-0.1,0.5563512193019775,0.32
0.4,0.2,0.5109550299091756,0.32
0.2,-0.2,0.457556533185967,0.32
-0.2,-0.1,0.39797577455887106,0.32
-0.1,-0.3,0.33408869286251575,0.4
-0.3,-0.3,0.2677658896153992,0.32
-0.3,-0.2,0.20084438814068611,0.32
-0.3,-0.2,0.13511274142091076,0.32
-0.2,-0.2,0.07229049151097401,0.32
0.0,-0.1,0.013994141736231003,0.32
0.0,-0.1,-0.0383081645895843,0.4
-0.2,-0.2,-0.08334786535670453,0.32
-0.1,-0.1,-0.12010814164218234,0.32
0.0,-0.1,-0.1478712261838252,0.32
-0.2,-0.2,-0.16625318559217384,0.32
-0.4,-0.2,-0.1752178473074849,0.32
0.0,-0.1,-0.17506425219873115,0.4
-0.1,-0.1,-0.16638967218726378,0.32
-0.2,-0.1,-0.15003879842154683,0.32
-0.2,0.0,-0.12705276983028121,0.32
-0.2,-0.1,-0.0986279681201228,0.32
0.1,0.0,-0.06608542838822533,0.32
0.2,0.0,-0.030842570959116068,0.4
-0.1,-0.1,0.0056220890338400135,0.32
-0.3,-0.1,0.04181578131746076,0.32
-0.4,-0.1,0.07629142725166103,0.32
0.0,0.1,0.1077173887250324,0.32
0.1,0.0,0.13494294805478246,0.32
0.0,-0.1,0.15704010947925476,0.4
-0.1,-0.2,0.17331471642859522,0.32
-0.2,-0.1,0.18330171231708295,0.32
0.1,0.0,0.1867668654903165,0.32
-0.2,-0.1,0.1837221324957062,0.32
-0.3,-0.1,0.1744437867719644,0.32
-0.1,-0.1,0.15947915185051756,0.4
0.0,0.0,0.139632443863733,0.32
0.1,-0.1,0.11592373493113117,0.28
0.0,0.0,0.08952247035598525,0.36
-0.2,0.0,0.061667478584161224,0.32
-0.2,-0.1,0.03358756021675397,0.32
-0.1,-0.1,0.006431364125697078,0.4
0.0,0.0,-0.01878779907084872,0.32
0.0,0.0,-0.041228945621125425,0.32
0.0,0.0,-0.060245057734289745,0.32
0.0,0.0,-0.07539577763245296,0.32
0.0,-0.1,-0.08645372601811467,0.32
-0.1,-0.1,-0.09340145714005427,0.4
0.0,0.0,-0.09641562432241722,0.32
-0.1,0.0,-0.09583919225497162,0.32
-0.2,-0.1,-0.09214614539998961,0.32
0.0,0.0,-0.08590302583602272,0.32
0.1,0.0,-0.0777298227759569,0.32
0.0,0.0,-0.06826233242074378,0.4
-0.1,0.0,-0.0581191376110476,0.32
-0.1,0.0,-0.047875868622303946,0.32
0.0,0.0,-0.03804602164800146,0.32
0.0,0.0,-0.029065852463589587,0.32
0.0,0.0,-0.0212838698979535,0.32
0.0,0.0,-0.01495697532414511,0.4
-0.2,0.0,-0.01025148984363648,0.32
0.0,0.0,-0.00724570844676937,0.32
0.1,0.0,-0.005934865446436134,0.32
0.2,0.0,-0.006241300128858516,0.32
-0.1,0.0,-0.00802824779075405,0.32
-0.1,0.0,-0.01111283897542601,0.4
0.0,0.0,-0.015277432145776737,0.32
0.0,0.0,-0.020281979939449878,0.32
0.0,-0.1,-0.02587756692631956,0.33
-0.1,0.0,-0.03181626178925809,0.31
-0.1,0.0,-0.03785270664947838,0.32
0.0,0.0,-0.043739495131180216,0.4
0.1,0.0,-0.04922335264307733,0.32
0.1,0.0,-0.054046290084092855,0.32
0.0,0.1,-0.05795188500553141,0.32
-0.1,0.0,-0.06069878884658027,0.32
-0.1,0.0,-0.062084182728964474,0.33
0.1,0.0,-0.06197248288971838,0.39
0.0,-0.1,-0.06031772336681164,0.32
-0.2,-0.1,-0.05717062118571553,0.32
-0.2,0.0,-0.052669403932492254,0.32
0.1,0.0,-0.04701935914463076,0.32
0.0,0.0,-0.04046797891051213,0.32
-0.1,0.0,-0.03328243683217985,0.4
-0.1,0.0,-0.025734432645011282,0.32
0.2,0.0,-0.01809356050941257,0.32
0.1,0.0,-0.010625792483675739,0.32
-0.1,0.0,-0.0035911658817719015,0.32
0.0,0.0,0.0027641530401584357,0.32
0.2,0.0,0.008222157917915964,0.4
0.1,0.0,0.012610714143988712,0.32
-0.2,0.0,0.01582099927359459,0.32
-0.2,0.0,0.017820639150559724,0.32
0.2,0.0,0.018657737744804594,0.32
0.0,0.0,0.01845345105657756,0.32
-0.1,0.0,0.017385626059593526,0.4
0.0,0.0,0.01566792492310499,0.32
0.0,0.0,0.013527286505511278,0.32
0.1,0.0,0.011181470485879698,0.32
0.0,0.0,0.008819210200346919,0.32
-0.1,0.0,0.006586215310928329,0.32
0.0,0.0,0.004579095595082394,0.4
0.1,0.0,0.0028469838625877326,0.32
0.1,0.0,0.0013995898170944148,0.32
-0.2,0.0,0.00022085131675334037,0.32
-0.1,0.0,-0.0007133680651156058,0.32
0.2,0.0,-0.0014175881354002984,0.32
0.3,0.0,-0.0018844496596450502,0.4
0.0,0.0,-0.0020821696903106477,0.32
-0.1,-0.1,-0.0019636104439851127,0.32
0.1,0.0,-0.001485460278585347,0.32
0.2,0.0,-0.0006313809975782452,0.32
0.0,0.0,0.0005711631971205207,0.32
-0.1,0.0,0.0020502903228212157,0.4
0.0,0.1,0.00370750148261693,0.32
0.2,0.0,0.00544586032197045,0.32
0.1,0.1,0.007196634890991784,0.32
-0.2,0.2,0.00893544776764632,0.32
-0.1,0.1,0.010682741774727927,0.32
0.2,-0.2,0.012488020949781853,0.4
0.1,-0.2,0.014404330565367732,0.32
-0.1,-0.2,0.01646267461943106,0.32
-0.2,0.0,0.018652960922664667,0.32
-0.2,0.2,0.02091572268344997,0.32
-0.1,0.3,0.023148840121969827,0.32
0.1,0.0,0.025228143693672777,0.4
0.1,-0.3,0.027031618722078772,0.32
0.2,-0.3,0.02845621732866249,0.32
0.2,-0.2,0.02942470725838259,0.32
0.1,0.0,0.02988517488999087,0.32
0.0,0.1,0.029805140831965712,0.32
0.0,0.2,0.029163117726758853,0.4
-0.1,0.1,0.0279424318946744,0.32
-0.1,0.0,0.026130840380571212,0.32
0.0,0.0,0.023726852604941322,0.32
0.1,-0.1,0.020751309862074276,0.32
0.0,-0.1,0.017259935934389164,0.32
0.0,0.0,0.013351785380867343,0.4
0.1,0.1,0.009170050950629952,0.32
0.1,0.0,0.004892478671629604,0.32
0.0,0.0,0.0007109612553066537,0.32
0.0,0.0,-0.003194207643583443,0.32
0.0,0.0,-0.006676298378243593,0.32
-0.1,0.0,-0.009633605990599708,0.4
-0.1,0.0,-0.01200850617096075,0.32
-0.1,0.1,-0.013776903426744867,0.32
0.0,0.0,-0.01493499091030075,0.32
0.0,0.0,-0.015490844922812606,0.32
0.0,0.0,-0.015463940056259704,0.32
0.0,0.0,-0.01489010047959643,0.4
